# z_mid, z_binned_prob, zm_detections
5.416468758822271662e-02 8.242200039091661656e-01 7.100000000000000000e+01
1.347554748338696262e-01 7.181518971636638993e-01 3.100000000000000000e+02
2.153462620795165150e-01 5.596030958168092262e-01 5.590000000000000000e+02
2.959370493251634038e-01 3.476710223400764632e-01 5.990000000000000000e+02
3.765278365708103481e-01 1.943013512355276917e-01 4.950000000000000000e+02
4.571186238164572369e-01 1.181848307898201306e-01 4.050000000000000000e+02
5.377094110621041256e-01 6.914785459113680088e-02 2.990000000000000000e+02
6.183001983077509589e-01 4.528461124093560025e-02 2.360000000000000000e+02
6.988909855533980142e-01 2.405725280117568601e-02 1.460000000000000000e+02
7.794817727990448475e-01 1.118823507472561929e-02 7.700000000000000000e+01
8.600725600446916808e-01 7.850669419941846278e-03 6.000000000000000000e+01
9.406633472903387361e-01 3.954423992993714478e-03 3.300000000000000000e+01
1.021254134535985569e+00 1.446478096887785078e-03 1.300000000000000000e+01
1.101844921781632403e+00 7.314970104885065542e-04 7.000000000000000000e+00
1.182435709027279458e+00 3.963240015538415642e-04 4.000000000000000000e+00
1.263026496272926291e+00 9.469864692124243968e-05 1.000000000000000000e+00
1.343617283518573124e+00 2.733811395348087329e-04 3.000000000000000000e+00
1.424208070764219958e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.504798858009867013e+00 8.579382221176156255e-05 1.000000000000000000e+00
