# z_mid, z_binned_prob, zm_detections
8.908528893401748694e-02 1.136790978628189563e+00 6.300000000000000000e+01
1.866219135883607216e-01 7.704825855158403680e-01 1.590000000000000000e+02
2.841585382427039841e-01 6.113416275061407390e-01 2.610000000000000000e+02
3.816951628970471910e-01 5.088873241040589024e-01 3.510000000000000000e+02
4.792317875513905090e-01 3.782449089584087876e-01 3.680000000000000000e+02
5.767684122057337159e-01 2.571472564742627864e-01 3.240000000000000000e+02
6.743050368600769229e-01 1.617670751668742746e-01 2.490000000000000000e+02
7.718416615144202408e-01 9.650610137984678982e-02 1.740000000000000000e+02
8.693782861687634478e-01 6.352171053522671917e-02 1.300000000000000000e+02
9.669149108231067657e-01 2.513780212441613093e-02 5.700000000000000000e+01
1.064451535477449973e+00 1.460401133834182685e-02 3.600000000000000000e+01
1.161988160131793180e+00 9.092400624020269967e-03 2.400000000000000000e+01
1.259524784786136387e+00 4.656214320558983537e-03 1.300000000000000000e+01
1.357061409440479594e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.454598034094823022e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.552134658749166229e+00 3.193229756837717617e-04 1.000000000000000000e+00
1.649671283403509436e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.747207908057852643e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.844744532712196072e+00 0.000000000000000000e+00 0.000000000000000000e+00
