# z_mid, z_binned_prob, zm_detections
5.480907127065094003e-02 2.002221759224578346e+00 2.000000000000000000e+00
1.040037241519281841e-01 6.095602884413295897e-01 2.000000000000000000e+00
1.531983770332054351e-01 4.467797943806829375e-01 3.000000000000000000e+00
2.023930299144826583e-01 3.602817819539181343e-01 4.000000000000000000e+00
2.515876827957598816e-01 4.920007326341505616e-01 8.000000000000000000e+00
3.007823356770371603e-01 3.179023967806041129e-01 7.000000000000000000e+00
3.499769885583143836e-01 1.771273839318219523e-01 5.000000000000000000e+00
3.991716414395916068e-01 2.877499525332461242e-02 1.000000000000000000e+00
4.483662943208688301e-01 7.233411655405569407e-02 3.000000000000000000e+00
4.975609472021460533e-01 2.070709491857800066e-02 1.000000000000000000e+00
5.467556000834232766e-01 1.814157138669099043e-02 1.000000000000000000e+00
5.959502529647004998e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.451449058459778341e-01 2.917966643306448352e-02 2.000000000000000000e+00
6.943395587272550573e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.435342116085322806e-01 0.000000000000000000e+00 0.000000000000000000e+00
7.927288644898095038e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.419235173710867270e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.911181702523639503e-01 1.013343557567379129e-02 1.000000000000000000e+00
9.403128231336411735e-01 0.000000000000000000e+00 0.000000000000000000e+00
