# z_mid, z_binned_prob, zm_detections
4.498864906398873653e-02 1.031239802289205532e+00 4.800000000000000000e+01
1.154847948958999254e-01 7.372186775296647454e-01 1.820000000000000000e+02
1.859809407278111282e-01 4.606499639072921259e-01 2.700000000000000000e+02
2.564770865597222893e-01 2.544000943035201190e-01 2.620000000000000000e+02
3.269732323916335059e-01 1.499217038017055526e-01 2.320000000000000000e+02
3.974693782235446671e-01 7.668308469397588922e-02 1.620000000000000000e+02
4.679655240554558837e-01 4.180090099630887762e-02 1.130000000000000000e+02
5.384616698873669893e-01 1.696010990679718694e-02 5.600000000000000000e+01
6.089578157192783170e-01 1.104133474981413079e-02 4.300000000000000000e+01
6.794539615511894226e-01 4.921057751148816273e-03 2.200000000000000000e+01
7.499501073831006392e-01 1.990988564295666523e-04 1.000000000000000000e+00
8.204462532150118559e-01 7.213254333951463594e-04 4.000000000000000000e+00
8.909423990469229615e-01 6.627577803246988836e-04 4.000000000000000000e+00
9.614385448788341781e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.031934690710745395e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.102430836542656500e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.172926982374567828e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.243423128206478934e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.313919274038390039e+00 0.000000000000000000e+00 0.000000000000000000e+00
