# z_mid, z_binned_prob, zm_detections
4.856911154561921462e-02 1.523102974790300435e+00 1.000000000000000000e+00
6.561993366401445982e-02 8.520258238002865747e-01 1.000000000000000000e+00
8.267075578240970501e-02 1.093770482288509927e+00 2.000000000000000000e+00
9.972157790080496409e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.167724000192002232e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.338232221375954545e-01 2.200708333414343187e-01 1.000000000000000000e+00
1.508740442559907136e-01 1.762157127394409772e-01 1.000000000000000000e+00
1.679248663743859726e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.849756884927812317e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.020265106111764908e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.190773327295717499e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.361281548479669812e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.531789769663622125e-01 1.394230512012367140e-01 2.000000000000000000e+00
2.702297990847574716e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.872806212031527306e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.043314433215479897e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.213822654399432488e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.384330875583385079e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.554839096767337669e-01 0.000000000000000000e+00 0.000000000000000000e+00
