# z_mid, z_binned_prob, zm_detections
5.793522170891887008e-02 1.570359667693420835e+00 8.000000000000000000e+00
7.846214239926713185e-02 6.580093685516936741e-01 6.000000000000000000e+00
9.898906308961541445e-02 3.522317061787201276e-01 5.000000000000000000e+00
1.195159837799636832e-01 3.456349853071002398e-01 7.000000000000000000e+00
1.400429044703119519e-01 1.836896850442433782e-01 5.000000000000000000e+00
1.605698251606602345e-01 1.712920398202852634e-01 6.000000000000000000e+00
1.810967458510084893e-01 4.586146292539598074e-02 2.000000000000000000e+00
2.016236665413567719e-01 3.780727115621333734e-02 2.000000000000000000e+00
2.221505872317050545e-01 4.774347806827766716e-02 3.000000000000000000e+00
2.426775079220533371e-01 1.363202039013543254e-02 1.000000000000000000e+00
2.632044286124015642e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.837313493027499023e-01 1.042506638474313338e-02 1.000000000000000000e+00
3.042582699930981294e-01 1.854281151837692751e-02 2.000000000000000000e+00
3.247851906834464120e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.453121113737946946e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.658390320641429216e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.863659527544912597e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.068928734448394868e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.274197941351878249e-01 5.388851047413980785e-03 1.000000000000000000e+00
