    98.758      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   110.396    126.990      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   128.115    145.656    162.029      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   140.061    161.848    184.194    208.904      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   144.445    179.263    200.103    229.738    262.012      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   154.384    189.665    221.060    253.807    296.797    329.690      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   185.208    204.472    230.658    281.613    328.357    375.551    440.408      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   147.821    216.977    232.940    289.577    346.469    419.625    491.454    578.461      0.000      0.000      0.000      0.000      0.000      0.000
   134.636    190.902    279.225    315.310    381.553    458.240    551.452    653.402    763.810      0.000      0.000      0.000      0.000      0.000
   202.416    259.594    285.603    325.702    392.345    504.891    588.586    730.717    861.928   1011.561      0.000      0.000      0.000      0.000
     0.000    250.871    176.161    260.382    402.160    494.640    644.570    779.218    956.377   1124.694   1289.861      0.000      0.000      0.000
     0.000      0.000      0.000    317.461    369.453    514.547    662.711    807.799    998.573   1196.496   1421.913   1570.037      0.000      0.000
     0.000      0.000      0.000      0.000    558.700    502.938    636.735    743.437   1010.984   1234.829   1441.679   1609.048   1690.561      0.000
     0.000      0.000      0.000      0.000      0.000    462.010    524.128    787.152    862.988   1191.973   1390.370   1595.837   1633.446   1611.503
