# z_mid, z_binned_prob, zm_detections
1.792294539413169865e-02 5.603368676461922826e-01 3.000000000000000000e+00
3.103409170810329451e-02 7.144955778211512509e-01 1.100000000000000000e+01
4.414523802207488690e-02 5.894510746545162938e-01 1.800000000000000000e+01
5.725638433604648275e-02 3.954196892446238398e-01 2.000000000000000000e+01
7.036753065001807861e-02 2.389678946351348476e-01 1.800000000000000000e+01
8.347867696398966753e-02 2.581870830842978304e-01 2.700000000000000000e+01
9.658982327796125644e-02 1.085862898723699566e-01 1.500000000000000000e+01
1.097009695919328592e-01 9.668807051410301112e-02 1.700000000000000000e+01
1.228121159059044620e-01 5.978735134225236086e-02 1.300000000000000000e+01
1.359232622198760509e-01 5.327334175989041631e-02 1.400000000000000000e+01
1.490344085338476399e-01 9.624206136436726233e-03 3.000000000000000000e+00
1.621455548478192288e-01 1.923014437300818447e-02 7.000000000000000000e+00
1.752567011617908177e-01 2.383722920695406210e-03 1.000000000000000000e+00
1.883678474757624066e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.014789937897340233e-01 1.853826475192256679e-03 1.000000000000000000e+00
2.145901401037056122e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.277012864176772011e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.408124327316487900e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.539235790456204067e-01 0.000000000000000000e+00 0.000000000000000000e+00
