# z_mid, z_binned_prob, zm_detections
5.985287103899999961e-02 9.156607818668015542e-01 5.900000000000000000e+01
1.593007769092525394e-01 7.636540804702981466e-01 2.680000000000000000e+02
2.587486827795050792e-01 5.923108385483680793e-01 4.860000000000000000e+02
3.581965886497576190e-01 4.627977170321281308e-01 6.500000000000000000e+02
4.576444945200101588e-01 3.492305426009988945e-01 7.150000000000000000e+02
5.570924003902626431e-01 2.556449477600348241e-01 6.920000000000000000e+02
6.565403062605152940e-01 1.547906514257441080e-01 5.190000000000000000e+02
7.559882121307677227e-01 9.835188150871460033e-02 3.900000000000000000e+02
8.554361180010203736e-01 6.421114307690135858e-02 2.910000000000000000e+02
9.548840238712728024e-01 3.804860710392286849e-02 1.920000000000000000e+02
1.054331929741525453e+00 2.270337735628596629e-02 1.250000000000000000e+02
1.153779835611777882e+00 1.268773133030736550e-02 7.500000000000000000e+01
1.253227741482030533e+00 6.065713178967487886e-03 3.800000000000000000e+01
1.352675647352282962e+00 2.892116530130170362e-03 1.900000000000000000e+01
1.452123553222535612e+00 1.610623327316561488e-03 1.100000000000000000e+01
1.551571459092788041e+00 1.418645161502142939e-04 1.000000000000000000e+00
1.651019364963040692e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.750467270833293121e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.849915176703545772e+00 0.000000000000000000e+00 0.000000000000000000e+00
