# z_mid, z_binned_prob, zm_detections
1.544443652720043497e-02 1.195522500467902649e+00 9.000000000000000000e+00
3.637040252062050810e-02 4.384520496498895969e-01 1.600000000000000000e+01
5.729636851404058123e-02 4.920872794675484330e-01 4.300000000000000000e+01
7.822233450746066130e-02 4.470524539741208558e-01 7.100000000000000000e+01
9.914830050088072055e-02 3.207266438888047300e-01 8.000000000000000000e+01
1.200742664943008076e-01 1.760320001946600321e-01 6.300000000000000000e+01
1.410002324877208668e-01 1.263270311612493535e-01 6.100000000000000000e+01
1.619261984811409538e-01 5.777502911184732165e-02 3.600000000000000000e+01
1.828521644745610131e-01 3.602008441225823532e-02 2.800000000000000000e+01
2.037781304679811001e-01 2.011899839287972086e-02 1.900000000000000000e+01
2.247040964614011593e-01 1.424687609632153268e-02 1.600000000000000000e+01
2.456300624548212463e-01 3.048222942476993755e-03 4.000000000000000000e+00
2.665560284482413334e-01 4.633105918256307139e-03 7.000000000000000000e+00
2.874819944416613926e-01 5.821059273280904806e-04 1.000000000000000000e+00
3.084079604350814519e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.293339264285015666e-01 4.643999957447465278e-04 1.000000000000000000e+00
3.502598924219215704e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.711858584153416851e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.921118244087617444e-01 0.000000000000000000e+00 0.000000000000000000e+00
