# z_mid, z_binned_prob, zm_detections
2.511069335435566277e-02 9.352039731437029602e-01 2.400000000000000000e+01
6.062832945271542928e-02 7.429343763672335843e-01 9.500000000000000000e+01
9.614596555107518538e-02 6.378384460498329744e-01 1.950000000000000000e+02
1.316636016494349692e-01 4.122198533585254565e-01 2.270000000000000000e+02
1.671812377477946976e-01 2.469261487661389975e-01 2.110000000000000000e+02
2.026988738461544814e-01 1.744758983049263801e-01 2.110000000000000000e+02
2.382165099445142653e-01 9.765426858022445422e-02 1.570000000000000000e+02
2.737341460428740492e-01 6.119516778810911439e-02 1.250000000000000000e+02
3.092517821412337775e-01 3.947946512533495600e-02 9.900000000000000000e+01
3.447694182395935059e-01 1.468291315116418590e-02 4.400000000000000000e+01
3.802870543379532897e-01 9.702357935376250408e-03 3.400000000000000000e+01
4.158046904363130736e-01 4.223053655519749643e-03 1.700000000000000000e+01
4.513223265346728574e-01 2.194975992015770361e-03 1.000000000000000000e+01
4.868399626330326413e-01 5.892400327069323126e-04 3.000000000000000000e+00
5.223575987313924252e-01 3.553465058220165243e-04 2.000000000000000000e+00
5.578752348297520980e-01 3.244776328168010125e-04 2.000000000000000000e+00
5.933928709281118818e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.289105070264716657e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.644281431248313385e-01 1.292768633126189571e-04 1.000000000000000000e+00
