# z_mid, z_binned_prob, zm_detections
8.401284151171382886e-02 1.460569283374532956e+00 2.000000000000000000e+00
1.092821965484242625e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.345515515851347099e-01 3.006891363572765097e-01 1.000000000000000000e+00
1.598209066218451435e-01 4.377059062900059416e-01 2.000000000000000000e+00
1.850902616585555771e-01 1.675719641420303496e-01 1.000000000000000000e+00
2.103596166952660385e-01 1.332511459027495015e-01 1.000000000000000000e+00
2.356289717319764443e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.608983267686868501e-01 9.145243323748117326e-02 1.000000000000000000e+00
2.861676818053973115e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.114370368421077728e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.367063918788182342e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.619757469155286400e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.872451019522390459e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.125144569889495072e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.377838120256599685e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.630531670623703744e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.883225220990807802e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.135918771357912416e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.388612321725017029e-01 0.000000000000000000e+00 0.000000000000000000e+00
