# z_mid, z_binned_prob, zm_detections
3.828060225044425946e-02 5.839434369199533181e-01 7.000000000000000000e+00
7.219853536470940969e-02 6.579205946444107722e-01 2.600000000000000000e+01
1.061164684789745460e-01 5.744073510114632297e-01 4.700000000000000000e+01
1.400344015932397101e-01 3.278295476199172276e-01 4.500000000000000000e+01
1.739523347075048187e-01 3.426870696395165616e-01 7.000000000000000000e+01
2.078702678217699829e-01 1.457421007838239913e-01 4.100000000000000000e+01
2.417882009360351470e-01 1.198942417954546175e-01 4.400000000000000000e+01
2.757061340503003111e-01 7.392285982835075653e-02 3.400000000000000000e+01
3.096240671645654197e-01 3.578370980841553972e-02 2.000000000000000000e+01
3.435420002788305283e-01 1.357965955289221725e-02 9.000000000000000000e+00
3.774599333930956924e-01 1.557628479432312044e-02 1.200000000000000000e+01
4.113778665073608565e-01 4.540903761783629013e-03 4.000000000000000000e+00
4.452957996216260206e-01 3.020181519703052982e-03 3.000000000000000000e+00
4.792137327358911292e-01 4.517036137626147772e-03 5.000000000000000000e+00
5.131316658501562378e-01 8.190102938499532748e-04 1.000000000000000000e+00
5.470495989644214019e-01 7.491253945348788417e-04 1.000000000000000000e+00
5.809675320786865660e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.148854651929517301e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.488033983072167832e-01 0.000000000000000000e+00 0.000000000000000000e+00
