# z_mid, z_binned_prob, zm_detections
7.297056011463466663e-02 7.843894283515024934e-01 1.440000000000000000e+02
1.698955324919600440e-01 6.876416775340155052e-01 5.610000000000000000e+02
2.668205048692854353e-01 4.511479229210960673e-01 8.090000000000000000e+02
3.637454772466107711e-01 2.769562856180684540e-01 8.270000000000000000e+02
4.606704496239361069e-01 1.610948096832528487e-01 6.910000000000000000e+02
5.575954220012615536e-01 9.300551689215104390e-02 5.230000000000000000e+02
6.545203943785868894e-01 4.862705933325871949e-02 3.370000000000000000e+02
7.514453667559122252e-01 2.582115568777971007e-02 2.110000000000000000e+02
8.483703391332375610e-01 1.447994169250049583e-02 1.350000000000000000e+02
9.452953115105628967e-01 4.916929906407569231e-03 5.100000000000000000e+01
1.042220283887888232e+00 3.093554044019069301e-03 3.500000000000000000e+01
1.139145256265213568e+00 7.408484961814411004e-04 9.000000000000000000e+00
1.236070228642539126e+00 3.882157921671167567e-04 5.000000000000000000e+00
1.332995201019864462e+00 5.179985992747926414e-04 7.000000000000000000e+00
1.429920173397189798e+00 2.134041522737386675e-04 3.000000000000000000e+00
1.526845145774515133e+00 6.887042180224957799e-05 1.000000000000000000e+00
1.623770118151840469e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.720695090529165805e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.817620062906491141e+00 0.000000000000000000e+00 0.000000000000000000e+00
