# z_mid, z_binned_prob, zm_detections
5.841803344848908730e-02 1.742477052935877069e+00 1.800000000000000000e+01
1.073406947482573315e-01 6.555959262647245156e-01 2.100000000000000000e+01
1.562633560480255757e-01 5.928932211492839999e-01 3.800000000000000000e+01
2.051860173477938198e-01 4.010270838119807668e-01 4.200000000000000000e+01
2.541086786475620363e-01 2.232594387437794869e-01 3.400000000000000000e+01
3.030313399473303360e-01 9.257046024151743824e-02 1.900000000000000000e+01
3.519540012470985246e-01 7.626482599070237567e-02 2.000000000000000000e+01
4.008766625468668243e-01 4.036482719384141410e-02 1.300000000000000000e+01
4.497993238466350130e-01 4.170506408763288708e-02 1.600000000000000000e+01
4.987219851464033127e-01 1.569207360953062819e-02 7.000000000000000000e+00
5.476446464461715014e-01 7.864624197847381454e-03 4.000000000000000000e+00
5.965673077459398010e-01 1.752642605444890405e-03 1.000000000000000000e+00
6.454899690457079897e-01 1.583687758522835977e-03 1.000000000000000000e+00
6.944126303454762894e-01 1.447611255319247421e-03 1.000000000000000000e+00
7.433352916452444781e-01 2.672727566361014686e-03 2.000000000000000000e+00
7.922579529450127778e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.411806142447809664e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.901032755445492661e-01 0.000000000000000000e+00 0.000000000000000000e+00
9.390259368443174548e-01 0.000000000000000000e+00 0.000000000000000000e+00
