# z_mid, z_binned_prob, zm_detections
2.687139725802760448e-02 9.804458067499018936e-01 3.600000000000000000e+01
4.775425914282861728e-02 6.271613320461035812e-01 6.900000000000000000e+01
6.863712102762963008e-02 5.112748914333028472e-01 1.130000000000000000e+02
8.951998291243064287e-02 3.430737479340610907e-01 1.260000000000000000e+02
1.104028447972316557e-01 2.342718300307908008e-01 1.280000000000000000e+02
1.312857066820326546e-01 1.970955293360913685e-01 1.490000000000000000e+02
1.521685685668336951e-01 8.553189078871335782e-02 8.500000000000000000e+01
1.730514304516346802e-01 5.964016560099508896e-02 7.500000000000000000e+01
1.939342923364357207e-01 3.300787989435549630e-02 5.100000000000000000e+01
2.148171542212367058e-01 2.049280046851370898e-02 3.800000000000000000e+01
2.357000161060377463e-01 7.786783498186113268e-03 1.700000000000000000e+01
2.565828779908387314e-01 3.557641031627802649e-03 9.000000000000000000e+00
2.774657398756397719e-01 1.728799496720533025e-03 5.000000000000000000e+00
2.983486017604407570e-01 6.118745852994177548e-04 2.000000000000000000e+00
3.192314636452417975e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.401143255300427826e-01 4.929755371140773787e-04 2.000000000000000000e+00
3.609971874148438231e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.818800492996448082e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.027629111844458487e-01 0.000000000000000000e+00 0.000000000000000000e+00
