# z_mid, z_binned_prob, zm_detections
2.816192001888626756e-02 5.283370422296825852e-01 1.000000000000000000e+01
5.368316742150407855e-02 5.930513195012683259e-01 3.800000000000000000e+01
7.920441482412188261e-02 5.193691056003391093e-01 7.000000000000000000e+01
1.047256622267396797e-01 3.187969196125818305e-01 7.300000000000000000e+01
1.302469096293575046e-01 2.726996862836245650e-01 9.400000000000000000e+01
1.557681570319753017e-01 1.750114413903932908e-01 8.400000000000000000e+01
1.812894044345931266e-01 1.279802736589328305e-01 8.100000000000000000e+01
2.068106518372109237e-01 5.987313126317788531e-02 4.800000000000000000e+01
2.323318992398287208e-01 3.757908884914906017e-02 3.700000000000000000e+01
2.578531466424465179e-01 2.457778750142974866e-02 2.900000000000000000e+01
2.833743940450643706e-01 9.378655022196579275e-03 1.300000000000000000e+01
3.088956414476821122e-01 4.370369152136876698e-03 7.000000000000000000e+00
3.344168888502999648e-01 2.739393272382432271e-03 5.000000000000000000e+00
3.599381362529177619e-01 9.730510518252149686e-04 2.000000000000000000e+00
3.854593836555355590e-01 1.309492923359549619e-03 3.000000000000000000e+00
4.109806310581534117e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.365018784607711533e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.620231258633890059e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.875443732660067475e-01 0.000000000000000000e+00 0.000000000000000000e+00
