# z_mid, z_binned_prob, zm_detections
6.503152381628751755e-02 1.011071022932147789e+00 1.080000000000000000e+02
1.640855642035603523e-01 7.182180263654005525e-01 3.860000000000000000e+02
2.631396045908331871e-01 5.339171727453767557e-01 6.550000000000000000e+02
3.621936449781060219e-01 3.832287324325066580e-01 7.960000000000000000e+02
4.612476853653788567e-01 2.585207491163107885e-01 7.780000000000000000e+02
5.603017257526516914e-01 1.594384284516096317e-01 6.320000000000000000e+02
6.593557661399245262e-01 1.096410970625285586e-01 5.370000000000000000e+02
7.584098065271973610e-01 6.640612409789492521e-02 3.840000000000000000e+02
8.574638469144701958e-01 4.105465415936256079e-02 2.710000000000000000e+02
9.565178873017430305e-01 2.260418659202699868e-02 1.660000000000000000e+02
1.055571927689015865e+00 1.273757937198042277e-02 1.020000000000000000e+02
1.154625968076288700e+00 6.516360196168261877e-03 5.600000000000000000e+01
1.253680008463561535e+00 3.404768876271791530e-03 3.100000000000000000e+01
1.352734048850834370e+00 9.428119878931828356e-04 9.000000000000000000e+00
1.451788089238107204e+00 5.039112575222897414e-04 5.000000000000000000e+00
1.550842129625380039e+00 1.953106480823424288e-04 2.000000000000000000e+00
1.649896170012652874e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.748950210399925709e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.848004250787198544e+00 0.000000000000000000e+00 0.000000000000000000e+00
