# z_mid, z_binned_prob, zm_detections
3.270364425292140304e-02 9.183558175463820694e-01 2.000000000000000000e+00
5.093836402030367527e-02 1.954396294692368752e-01 1.000000000000000000e+00
6.917308378768594057e-02 4.334764156345737862e-01 4.000000000000000000e+00
8.740780355506821975e-02 2.769268517491856318e-01 4.000000000000000000e+00
1.056425233224504712e-01 3.864692145722050109e-01 8.000000000000000000e+00
1.238772430898327503e-01 7.160520678223131208e-02 2.000000000000000000e+00
1.421119628572150018e-01 2.772179787964299327e-02 1.000000000000000000e+00
1.603466826245972809e-01 2.219095227260628467e-02 1.000000000000000000e+00
1.785814023919795601e-01 5.470216118990151033e-02 3.000000000000000000e+00
1.968161221593618393e-01 1.530205073090736001e-02 1.000000000000000000e+00
2.150508419267440907e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.332855616941263699e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.515202814615086213e-01 9.931710110162094568e-03 1.000000000000000000e+00
2.697550012288908450e-01 8.806020540904306929e-03 1.000000000000000000e+00
2.879897209962731797e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.062244407636554033e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.244591605310377380e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.426938802984199617e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.609286000658022964e-01 0.000000000000000000e+00 0.000000000000000000e+00
