# z_mid, z_binned_prob, zm_detections
2.840629411175062818e-02 2.328937478856134113e+00 2.000000000000000000e+00
4.382472686273487100e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.924315961371911382e-02 2.808549011808460505e-01 1.000000000000000000e+00
7.466159236470334970e-02 3.597173356076219242e-01 2.000000000000000000e+00
9.008002511568760640e-02 2.511416303437276065e-01 2.000000000000000000e+00
1.054984578666718353e-01 9.301487551161362333e-02 1.000000000000000000e+00
1.209168906176560782e-01 7.193463317495359111e-02 1.000000000000000000e+00
1.363353233686403210e-01 2.299483567335288969e-01 4.000000000000000000e+00
1.517537561196245777e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.671721888706088066e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.825906216215930633e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.980090543725772922e-01 5.811570246756354169e-02 2.000000000000000000e+00
2.134274871235615489e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.288459198745457779e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.442643526255300346e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.596827853765142358e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.751012181274985480e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.905196508784827492e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.059380836294670059e-01 0.000000000000000000e+00 0.000000000000000000e+00
