# z_mid, z_binned_prob, zm_detections
7.808951660990715027e-03 8.662474446927144189e-01 3.000000000000000000e+00
1.803536899387836456e-02 9.800164573758934905e-01 1.600000000000000000e+01
2.826178632676601410e-02 7.167149136809032317e-01 2.800000000000000000e+01
3.848820365965366364e-02 3.221847034236372531e-01 2.300000000000000000e+01
4.871462099254131317e-02 3.097408744370671041e-01 3.500000000000000000e+01
5.894103832542896271e-02 2.016971263905130152e-01 3.300000000000000000e+01
6.916745565831661224e-02 1.345670651649754357e-01 3.000000000000000000e+01
7.939387299120426178e-02 9.976116418538875930e-02 2.900000000000000000e+01
8.962029032409191132e-02 6.273919073012003411e-02 2.300000000000000000e+01
9.984670765697956085e-02 3.996753584321558611e-02 1.800000000000000000e+01
1.100731249898672104e-01 1.476765749528284079e-02 8.000000000000000000e+00
1.202995423227548599e-01 6.246153756914134617e-03 4.000000000000000000e+00
1.305259596556425095e-01 1.072233575439797762e-02 8.000000000000000000e+00
1.407523769885301590e-01 1.164698465021909903e-03 1.000000000000000000e+00
1.509787943214178085e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.612052116543054581e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.714316289871931076e-01 8.103392440459752499e-04 1.000000000000000000e+00
1.816580463200807571e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.918844636529684067e-01 0.000000000000000000e+00 0.000000000000000000e+00
