# z_mid, z_binned_prob, zm_detections
3.143689428505144767e-02 1.057955871569462802e+00 2.100000000000000000e+01
7.551191433479911841e-02 6.468859548248844238e-01 6.300000000000000000e+01
1.195869343845467891e-01 5.037890942083459445e-01 1.160000000000000000e+02
1.636619544342944599e-01 3.703104019404910296e-01 1.520000000000000000e+02
2.077369744840421306e-01 2.537885330992698529e-01 1.600000000000000000e+02
2.518119945337897736e-01 1.313548363067542357e-01 1.160000000000000000e+02
2.958870145835374998e-01 9.209031928809340017e-02 1.070000000000000000e+02
3.399620346332851151e-01 5.886828406964619148e-02 8.600000000000000000e+01
3.840370546830328413e-01 2.930053471930173237e-02 5.200000000000000000e+01
4.281120747327804565e-01 2.048965132584799204e-02 4.300000000000000000e+01
4.721870947825281828e-01 1.194179215270151258e-02 2.900000000000000000e+01
5.162621148322757980e-01 3.622432118403772980e-03 1.000000000000000000e+01
5.603371348820235243e-01 1.617119616012427027e-03 5.000000000000000000e+00
6.044121549317711395e-01 2.046870238618204302e-03 7.000000000000000000e+00
6.484871749815188657e-01 5.344431350213358061e-04 2.000000000000000000e+00
6.925621950312664810e-01 2.464750686687170486e-04 1.000000000000000000e+00
7.366372150810142072e-01 2.291792306913704481e-04 1.000000000000000000e+00
7.807122351307618224e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.247872551805095487e-01 0.000000000000000000e+00 0.000000000000000000e+00
