# z_mid, z_binned_prob, zm_detections
3.650402390447102241e-02 0.000000000000000000e+00 0.000000000000000000e+00
5.184784497281438864e-02 9.555277343860096861e-01 1.000000000000000000e+00
6.719166604115774100e-02 1.158161886489331271e+00 2.000000000000000000e+00
8.253548710950110723e-02 3.901156968072497788e-01 1.000000000000000000e+00
9.787930817784447346e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.132231292461878258e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.285669503145311920e-01 1.685760852799263743e-01 1.000000000000000000e+00
1.439107713828745583e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.592545924512179245e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.745984135195612907e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.899422345879046570e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.052860556562480232e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.206298767245913617e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.359736977929347279e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.513175188612780664e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.666613399296214881e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.820051609979647989e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.973489820663082206e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.126928031346515313e-01 0.000000000000000000e+00 0.000000000000000000e+00
