   103.312      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   115.638    132.873      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   133.986    152.524    169.679      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   146.423    169.613    192.931    218.882      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   150.222    187.413    209.793    240.613    274.426      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   161.741    198.536    231.289    266.069    310.978    345.870      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   192.748    215.288    241.564    295.578    343.982    394.043    462.835      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   153.497    226.854    245.559    303.655    363.913    441.632    517.042    608.675      0.000      0.000      0.000      0.000      0.000      0.000
   140.912    200.723    292.909    335.418    399.758    482.082    580.768    686.715    805.406      0.000      0.000      0.000      0.000      0.000
   219.160    272.085    303.415    341.812    414.033    531.298    618.679    770.339    909.293   1069.787      0.000      0.000      0.000      0.000
     0.000    256.897    184.016    268.218    422.357    519.628    681.279    818.988   1009.078   1186.228   1362.068      0.000      0.000      0.000
     0.000      0.000      0.000    338.386    385.120    539.404    699.857    853.620   1051.751   1264.466   1495.212   1649.209      0.000      0.000
     0.000      0.000      0.000      0.000    585.028    527.242    664.594    781.919   1070.402   1300.579   1519.496   1688.202   1772.401      0.000
     0.000      0.000      0.000      0.000      0.000    482.616    543.885    836.059    911.955   1258.458   1459.798   1674.838   1713.741   1689.334
