  -307.088      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    27.862    144.170      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -623.611    114.854   -600.519      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -481.606   -807.107   -766.588   -810.160      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -175.640   -460.274   -735.481  -1237.788  -1478.468      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -80.846   -205.131   -405.764  -1177.347  -1225.955   -762.283      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -44.729   -104.089   -250.948   -832.621  -2580.216   3091.140   8758.454      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -14.681    -36.928   -127.910   -516.196  -2415.573  -3821.888  32057.430  59510.867      0.000      0.000      0.000      0.000      0.000      0.000      0.000
    -7.626    -20.599    -58.600   -234.527  -1474.756  -5045.115  -4589.868  85823.273  84459.665      0.000      0.000      0.000      0.000      0.000      0.000
     0.000      0.000      0.000    -35.393   -276.667  -1300.133  -4624.938  -9018.473  14118.504   2171.883      0.000      0.000      0.000      0.000      0.000
     0.000      0.000      0.000      0.000    -22.114   -143.619   -576.904  -2514.625  -6224.661  -8791.261  -7501.151      0.000      0.000      0.000      0.000
     0.000      0.000      0.000      0.000      0.000      0.000    -38.859   -234.908   -746.135  -1897.153  -3376.358  -1950.912      0.000      0.000      0.000
     0.000      0.000      0.000      0.000      0.000     -8.878    -15.342    -21.585   -109.551   -265.492   -684.620  -1013.661   -514.206      0.000      0.000
     0.000      0.000      0.000      0.000      0.000      0.000      0.000     -9.191     -8.128    -41.297    -91.542   -243.592   -188.882    -80.351      0.000
     0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000     -8.596     -8.216    -16.238    -14.231    -41.010    -19.105      0.000
