  -185.009      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -497.529   -577.032      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -481.211   -657.834   -718.256      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -305.931   -606.536   -819.667   -912.662      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -161.157   -428.679   -702.388  -1023.398  -1118.361      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -97.704   -234.511   -490.214   -875.854  -1324.044  -1409.976      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -65.004   -145.751   -289.038   -639.712  -1121.606  -1648.793  -1919.537      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -13.915    -79.446   -135.087   -343.794   -768.127  -1475.654  -2282.556  -2579.647      0.000      0.000      0.000      0.000      0.000      0.000
    -7.102    -29.676    -94.085   -215.999   -484.569  -1003.825  -1951.090  -2963.075  -3456.770      0.000      0.000      0.000      0.000      0.000
   -14.326    -26.737    -50.106   -124.530   -247.874   -648.821  -1267.515  -2660.372  -4018.268  -4624.292      0.000      0.000      0.000      0.000
     0.000     -7.994     -7.343    -21.324   -124.768   -315.546   -847.301  -1716.360  -3386.026  -5212.248  -5719.057      0.000      0.000      0.000
     0.000      0.000      0.000    -33.203    -49.425   -152.099   -432.154   -930.176  -2120.353  -4074.675  -6469.875  -6392.465      0.000      0.000
     0.000      0.000      0.000      0.000    -64.113    -79.247   -187.757   -395.429  -1107.566  -2414.213  -4411.045  -6589.912  -5935.510      0.000
     0.000      0.000      0.000      0.000      0.000    -27.582    -51.426   -223.164   -383.267  -1183.021  -2292.460  -4227.212  -5727.113  -4620.795
