1342.48098 1345.21573 1340.03447 1329.05916 1313.65859 1294.76729 1273.05183 1249.00444 1222.99882 1195.32557 1166.21495
1344.40244 1351.85258 1351.38670 1345.12678 1334.44160 1320.26569 1303.26561 1283.93361 1262.64337 1239.68551 1215.29027
1342.38915 1353.88605 1357.46693 1355.25377 1348.61534 1338.48618 1325.53286 1310.24761 1293.00413 1274.09302 1253.74455
1336.99536 1351.96927 1359.02717 1360.29102 1357.12961 1350.47747 1341.00117 1329.19293 1315.42647 1299.99237 1283.12091
1328.69966 1346.66564 1356.71560 1360.97152 1360.80218 1357.14210 1350.65787 1341.84170 1331.06731 1318.62528 1304.74588
1317.91336 1338.45882 1351.08827 1357.92367 1360.33381 1359.25322 1355.34846 1349.11178 1340.91687 1331.05432 1319.75441
1304.98872 1327.76264 1342.62055 1351.68441 1356.32301 1357.47088 1355.79458 1351.78636 1345.81991 1338.18582 1329.11437
1290.22666 1314.93023 1331.71778 1342.71128 1349.27952 1352.35704 1352.61039 1350.53180 1346.49500 1340.79056 1333.64875
1273.88374 1300.26233 1318.72491 1331.39343 1339.63670 1344.38924 1346.31761 1345.91405 1343.55227 1339.52285 1334.05607
1256.17869 1284.01509 1303.93548 1318.06182 1327.76290 1333.97324 1337.35943 1338.41368 1337.50971 1334.93811 1330.92913
1237.29777 1266.40639 1287.59899 1302.99754 1313.97083 1321.45340 1326.11180 1328.43826 1328.80651 1327.50712 1324.77035
