11166.85892 11195.14116 11176.15267 11122.56487 11042.55147 10941.69308 10823.97013 10692.32197 10548.98020 10395.68011 10233.79673
11177.97542 11233.52028 11241.79441 11215.46923 11162.71845 11089.12267 10998.66233 10894.27679 10778.19764 10652.16017 10517.53940
11166.20354 11245.12739 11276.78050 11273.83431 11244.46252 11194.24574 11127.16439 11046.15784 10953.45768 10850.79919 10739.55742
11134.76333 11233.75964 11285.48521 11302.61149 11293.31215 11263.16783 11216.15894 11155.22484 11082.59715 11000.01112 10908.84180
11086.43410 11202.69078 11271.67673 11306.06337 11314.02441 11301.14046 11271.39195 11227.71823 11172.35090 11107.02525 11033.11631
11023.60363 11154.73023 11238.58609 11287.84265 11310.67361 11312.65957 11297.78097 11268.97717 11228.47976 11178.02402 11118.98500
10948.31604 11092.28033 11188.97388 11251.06812 11286.73676 11301.56041 11299.51949 11283.55337 11255.89365 11218.27560 11172.07425
10862.31719 11017.39036 11125.19279 11198.39592 11245.17344 11271.10597 11280.17394 11275.31670 11258.76586 11232.25669 11197.16423
10767.09693 10931.80713 11049.24658 11132.08672 11188.50127 11224.07082 11242.77582 11247.55560 11240.64178 11223.76964 11198.31420
10663.92420 10837.01651 10962.83808 11054.06034 11118.85701 11162.80868 11189.89579 11203.05769 11204.52599 11196.03595 11178.96264
10553.88103 10734.28400 10867.41624 10965.94917 11038.05651 11089.31884 11123.71662 11144.18919 11152.96816 11151.78880 11142.02614
