   5.20056    5.03281    4.78055    4.46643    4.10507    3.70643    3.27765    2.82397    2.34938    1.85699    1.34926
   5.14555    5.05665    4.88324    4.64798    4.36547    4.04569    3.69576    3.32093    2.92520    2.51166    2.08278
   5.02138    4.99939    4.89288    4.72452    4.50891    4.25603    3.97300    3.66508    3.33625    2.98962    2.62764
   4.83877    4.87363    4.82398    4.71247    4.55372    4.35770    4.13153    3.88047    3.60849    3.31872    3.01359
   4.60674    4.69001    4.68877    4.62567    4.51533    4.36772    4.18996    3.98730    3.76374    3.52237    3.26566
   4.33295    4.45753    4.49759    4.47580    4.40677    4.30046    4.16401    4.00266    3.82040    3.62034    3.40493
   4.02386    4.18377    4.25917    4.27271    4.23900    4.16803    4.06691    3.94089    3.79396    3.62923    3.44916
   3.68491    3.87512    3.98082    4.02466    4.02125    3.98058    3.90976    3.81404    3.69741    3.56298    3.41321
   3.32067    3.53694    3.66870    3.73860    3.76125    3.74664    3.70188    3.63222    3.54165    3.43328    3.30956
   2.93499    3.17374    3.32797    3.42035    3.46548    3.47335    3.45106    3.40388    3.33579    3.24989    3.14865
   2.53110    2.78930    2.96298    3.07480    3.13938    3.16669    3.16385    3.13611    3.08747    3.02102    2.93923
