 103.15666  103.91200  103.70953  102.80600  101.36704   99.50570   97.30266   94.81745   92.09531   89.17139   86.07356
 103.46341  104.78343  105.14564  104.80679  103.93250  102.63585  100.99748   99.07695   96.91949   94.56025   92.02709
 103.27104  105.07309  105.91733  106.06051  105.66824  104.85362  103.69728  102.25878  100.58334   98.70613   96.65500
 102.65167  104.86574  106.12200  106.67721  106.69697  106.29437  105.55005  104.52358  103.26017  101.79498  100.15588
 101.66728  104.23414  105.84318  106.75117  107.12372  107.07390  106.68237  106.00868  105.09805  103.98565  102.69933
 100.37089  103.24041  105.15212  106.36277  107.03798  107.29083  107.20196  106.83093  106.22297  105.41323  104.42957
  98.80766  101.93743  104.10939  105.58029  106.51575  107.02884  107.20022  107.08944  106.74173  106.19224  105.46883
  97.01603  100.37013  102.76642  104.46164  105.62143  106.35885  106.75456  106.86811  106.74473  106.41956  105.92048
  95.02861   98.57658  101.16674  103.05584  104.40951  105.34080  105.93038  106.23781  106.30830  106.17701  105.87180
  92.87306   96.58905   99.34723  101.40435  102.92603  104.02534  104.78294  105.25839  105.49689  105.53362  105.39644
  90.57284   94.43486   97.33907   99.54222  101.20993  102.45527  103.35890  103.98037  104.36491  104.54767  104.55651
