   6.25332    6.42297    6.47994    6.45442    6.36592    6.22772    6.04933    5.83773    5.59827    5.33506    5.05139
   6.28332    6.51284    6.62967    6.66403    6.63539    6.55706    6.43853    6.28680    6.10720    5.90386    5.68006
   6.26097    6.54145    6.70924    6.79456    6.81688    6.78951    6.72194    6.62118    6.49254    6.34016    6.16732
   6.19361    6.51753    6.72876    6.85752    6.92329    6.93937    6.91524    6.85792    6.77272    6.66379    6.53439
   6.08754    6.44856    6.69690    6.86276    6.96562    7.01880    7.03177    7.01155    6.96345    6.89162    6.79932
   5.94815    6.34092    6.62100    6.81861    6.95322    7.03815    7.08287    7.09440    7.07805    7.03796    6.97741
   5.78003    6.20003    6.50735    6.73219    6.89403    7.00619    7.07814    7.11690    7.12779    7.11493    7.08162
   5.58710    6.03052    6.36125    6.60951    6.79477    6.93035    7.02572    7.08790    7.12220    7.13276    7.12286
   5.37270    5.83631    6.18723    6.45568    6.66114    6.81690    6.93247    7.01484    7.06933    7.10009    7.11038
   5.13966    5.62073    5.98912    6.27503    6.49794    6.67117    6.80419    6.90402    6.97598    7.02420    7.05195
   4.89042    5.38663    5.77016    6.07122    6.30928    6.49765    6.64582    6.76079    6.84789    6.91125    6.95415
