# ['gamma', 'delta', 'b_0', 'b_1', 'muM', 'sigmaM'], ['D0', 'B', 'C', 'mu', 'sigma', 'a_01', 'a_11', 'a_21', 'c_01', 'c_11', 'd_11', 'L']
-1.3698062892176124 0.38291863222878253 0.1915127907766227 0.9999999999996074 2999.48933809345 1.5467763226334155 85.04445749747691 0.0030144217023282526 0.7066292704694981 220.79878954237165 0.8944111778054475 -0.5972114401067101 -0.0029142931392738083 5.530866725120679e-07 -0.13004800439049047 0.0009672883718592775 0.0914911200584108 -0.08335941166136901
-1.3199814699343992 0.366582177339291 0.1845289363851121 0.99999999999061 3686.0585116635466 1.6888513220745887 81.62489069783248 0.003318888501140236 0.758811474406653 216.1918770505135 0.8438547606985574 -0.6187116959575795 -0.003194580053234872 1.1731613314880693e-06 -0.10360052781858245 0.0010762766351700933 0.08254758528268563 -0.10138423616919265
-1.3832874569437306 0.38508498457978224 0.18883482640541993 0.999999999937565 3262.2104031533254 1.6064714966051703 84.22516772794972 0.0030988689156688214 0.741970670733731 214.98778552242356 0.8941051650210377 -0.5773900877769225 -0.003537407447324172 1.5222817607708717e-06 -0.07750566211939744 0.0012122834602164134 0.07349494804323675 -0.08436030313837126
-1.36970599706389 0.38230358865135816 0.189738504937887 0.9999999999770606 3188.149212156385 1.590661195679652 82.20642913079018 0.0031335042263605124 0.7365226090171837 219.8693894452946 0.8779249760525818 -0.5343538982314142 -0.004051591941131517 1.4207079807023487e-06 -0.06977816855912089 0.0014207930313820455 0.06406904787155787 -0.09639795855599437
-1.338501358211087 0.37131182598744117 0.18512695981424768 0.999999999997924 3534.0105791775536 1.670869060085988 84.13475161369354 0.0032373291019885658 0.7608724684659908 215.03939648593504 0.8657715464046096 -0.5141818938349738 -0.004455718554667785 2.623075588768317e-06 -0.09358239775490282 0.0014311140261699053 0.07068093506932882 -0.08899501486930766
-1.3441041479106652 0.37284445425944623 0.19261186157569216 0.9999999999425686 2969.0533141567403 1.5436052498841353 84.18097747719163 0.003017605646578672 0.7297102272981064 216.63304304962472 0.9032116118289071 -0.5901370713029457 -0.00353218771337267 1.4219322949243661e-06 -0.04969311555181343 0.0013723717765659496 0.06039750837461942 -0.08375679634788294
-1.3510255311030814 0.3732200201827186 0.1894450831820027 0.9999999999988305 3223.580527552457 1.6027556475812237 80.63337598437576 0.003099560437553545 0.755315311952244 221.41491033652886 0.8770553767690239 -0.5285595815548705 -0.004041313254429896 1.209997692128422e-06 -0.11608361272955747 0.001179081349366415 0.08347815931519509 -0.0986311716951427
-1.3615502227761533 0.3777467111924584 0.18765646774087968 0.9999999999122058 3263.0740699175035 1.611325326955762 81.61993862898217 0.003260951608590883 0.7483621102909737 225.6616886775028 0.8450622358592432 -0.4919587084740925 -0.004256897000107092 2.7055536183301168e-06 -0.03623571128741393 0.0013878676706762833 0.06047246387988639 -0.1025279413661632
-1.3979092924507235 0.38988537963508596 0.19126065219758304 0.9999999999617599 2991.8098786781816 1.5455652089819178 83.18804118791101 0.00311669968862709 0.7427787653580522 220.58685249108402 0.8885303472085109 -0.5826345998652094 -0.0036070672405348666 1.3922255194096e-06 -0.09365331421141929 0.0010266511975443285 0.08032161533251259 -0.08953811176213924
-1.3867753550276931 0.38433328920656235 0.1847746382798547 0.9999999850838548 3056.452837390976 1.581853255605651 82.36648039932048 0.0031387562227645337 0.7435801074023589 223.7701732379699 0.871763719473144 -0.6114957565023755 -0.003397857002427924 7.787750837114993e-07 -0.07002554181249254 0.0011883414494699642 0.073316455395393 -0.09511502242936143
-1.4021572028071914 0.3907300399582835 0.1955324322496797 0.9999999999956797 3070.816654866956 1.5459827458237463 83.9571305311544 0.0031304136225579907 0.7263121417746228 218.0846328681956 0.8762482877874048 -0.5507805328597684 -0.003396365121284527 1.2723920701434464e-06 -0.05254761726117003 0.0009914649756865347 0.07471490891026178 -0.08879063718091704
-1.3531607529819927 0.3769603175963061 0.18693647414666306 0.9999999999706807 3836.9324722261654 1.708057023358018 80.8305466248236 0.003338449458101039 0.7661838450655136 217.4664593720291 0.8398235282656936 -0.5616056215172316 -0.0033222333113222206 8.407644825180416e-07 -0.08101393829226454 0.001202568171925095 0.07260884444395707 -0.10517781101671353
-1.3791917320806724 0.3859398113050385 0.18559467922992218 0.9999999999987067 3530.6223963720868 1.660617823041792 82.40066887758795 0.0032916070629427927 0.7453688702520875 213.8567086862575 0.856743622901474 -0.6374141857094421 -0.0028888016473509054 3.8810584709444075e-07 -0.016510485104869813 0.0015208925294611536 0.05257372260427566 -0.09846750049660641
-1.3512009661591984 0.37598191068006015 0.18454214655517343 0.9999999996470794 3579.371797356699 1.6864626341016709 81.34632934849505 0.0032178244357198324 0.7656927439103053 221.9227152724244 0.8544674745283983 -0.5232556725361589 -0.004033076206781177 2.0981573831094966e-06 -0.0657862776120611 0.001256521453031126 0.06984291643714238 -0.1016845937528093
-1.3677898966166295 0.3828193101341142 0.17507084421958974 0.9999999999950282 3821.4686983978804 1.7494184999953795 80.00185837526936 0.0033679659574669396 0.7865084668565214 218.2449525234461 0.8319715387804163 -0.5372790551784175 -0.004193907352267493 2.0135814739415547e-06 -0.03057394106991041 0.0015419225297124348 0.05215043298956372 -0.10971621076792282
-1.3160402794040222 0.36446804208122596 0.17931478952605845 0.9999999983473966 3556.1359210043656 1.6900644944616507 81.31762992311243 0.0033156554926977704 0.7743405241364636 216.35258647002667 0.849822060779424 -0.5562032802762871 -0.0037543022837595555 1.8104649734330663e-06 -0.08407504423206173 0.0012236683488813893 0.07508169791373609 -0.09986190216395618
-1.335474505794111 0.36952231904427335 0.18993656987855212 0.9999999999165525 3230.9996492549008 1.6057100825541255 85.42768902298943 0.0030981372418666907 0.7467071071368643 215.45502828828722 0.8861414354396997 -0.5811808711706401 -0.003485297653697457 1.1180378482307604e-06 -0.12232830850330845 0.0012345568418705025 0.08062273476077333 -0.08032644352110616
-1.375307710802957 0.3854044410317127 0.20405828638098006 0.9999999999842657 2665.2496231458035 1.4470670902886735 86.3814197171915 0.002866845368486343 0.6860074335121686 220.4094563598179 0.9316019848084147 -0.5831050503900244 -0.0031472338821051347 3.213456095733559e-07 -0.10129708865126077 0.0014124919475002927 0.07343732624065505 -0.07711115563138057
-1.3333060028647927 0.36923434795824084 0.1821766000214179 0.9999999999942779 3450.3073366886283 1.6627862131203717 83.22790075775264 0.0031652163637573096 0.7564511473133845 215.43992397536536 0.8743699440267769 -0.5418480204762334 -0.004016498665063454 2.543794459626717e-06 -0.13641990315060637 0.0011246787326121986 0.09049578731158177 -0.08822660961333503
-1.3582843950938468 0.37803564675057755 0.1882378498711913 0.9999999999769221 3105.9470953752407 1.5805279713957063 83.04679062041248 0.003140859301422938 0.7288935880133826 221.0138342266078 0.8767444609365054 -0.6191218940952014 -0.0028943237059410242 2.3721694974516419e-07 -0.09713520881712574 0.001211177855216264 0.07565367519224325 -0.09333784835200477
-1.3636447888372913 0.3827248189134465 0.20413657076403488 0.9999999999782558 2791.7866871577144 1.4857430153124316 84.9937176886205 0.0030053994622705974 0.7113010904533732 220.54455434752802 0.8991554234158639 -0.5337350219105235 -0.003924760438258205 2.037393863569729e-06 -0.08570136632597378 0.0012252166057952398 0.07498818051886955 -0.08660478317825993
-1.3922161336287653 0.3937060004318706 0.1989520538792524 0.9999999999961723 2877.850357488782 1.5130769655198717 83.07290043833265 0.0031238791308019196 0.7199230617420632 227.0335001384518 0.8699221720455496 -0.5927640390766575 -0.0032551616589043203 1.0861823972219915e-06 -0.04875922621747215 0.0013161679966396883 0.06237533217151492 -0.09848936680194176
-1.334408285953777 0.3736543531730778 0.18859751133250807 0.9999999934135312 3370.4356076923195 1.6405629078145632 84.98351733220102 0.0031456663196017445 0.7474469673641124 219.2395947757845 0.8737325108503553 -0.5285735931037514 -0.0037581457809800663 1.1871982821275743e-06 -0.17790738103879317 0.0011084961137766622 0.09944466291605183 -0.08519148557588918
-1.384047203682133 0.3903668188648063 0.19796359575815634 0.9999999976027745 2601.247463002998 1.458396228822442 84.4835932195196 0.0029472411275881646 0.6986869671724291 231.45199599255588 0.8988372530508575 -0.5750246872003195 -0.002921464343796976 -1.3861277425977352e-07 -0.03844339525159672 0.0013320024420476674 0.06257574553670096 -0.08948745475785427
-1.3740757665438161 0.38523178476015174 0.18774741966792377 0.999999999987095 3351.929530420761 1.629351379292094 83.20366978029482 0.003170006514248246 0.7336080578900424 220.68679632551357 0.8601527650005671 -0.5755836330958837 -0.0037262336220934026 1.472665717001561e-06 -0.1577183170949406 0.0010782558136418333 0.0955039517927113 -0.09591850759432081
-1.343600672610652 0.3736926174594818 0.1922791004432764 0.9999999997175584 3300.5305629822205 1.6107435355306867 82.72605912194547 0.0031896037142180303 0.7439472744591655 217.93823487842045 0.8637088865611908 -0.6218640733705814 -0.0028285819734405575 3.926132845235692e-08 -0.07490787191458781 0.0013321696659010919 0.0660588736329429 -0.09610295444579917
-1.350021485186475 0.3766007895898338 0.1887987939147504 1.0 3221.103139304042 1.603764118273947 84.20145563917794 0.0031129780370117354 0.7460038225938548 216.8178917819354 0.8832829309900916 -0.5546290494754219 -0.003743173264081554 1.7876370928745614e-06 -0.08178855598939372 0.0010929173663265066 0.07857757714554389 -0.08582070428355484
-1.3381870390462756 0.3723213250313566 0.17777331647991373 0.9999999999587804 3418.4726471187105 1.674990052570339 82.26699472112789 0.0032099306110546814 0.7572864170532859 222.50908964028451 0.8555868609135571 -0.6222480723867897 -0.0029291042827762517 3.54371773755124e-07 -0.12850669597144396 0.0010793876871311365 0.0876959262114965 -0.0980011619078987
-1.3849720344345253 0.3891775820906044 0.18879699816476758 0.999999943971811 2958.798088106237 1.5509937951109949 84.2097531248985 0.003068428917788177 0.7183344965606633 222.98740489885802 0.8860115776345334 -0.5580015459940717 -0.0037645726566104248 1.7670665704680772e-06 -0.12651528571546844 0.0012354639669673031 0.08330048482670388 -0.08944392558357084
-1.3446985049159945 0.3735287385441969 0.17584288837274453 0.9999999999848135 3743.3943084898565 1.7343483729591447 82.51402444296218 0.0032064773736952216 0.7806447200676842 216.54336276491182 0.8624333379449791 -0.5696878553779681 -0.00349620814933989 6.000707439018838e-07 -0.07283262717223374 0.0010638656704975093 0.07898071329164413 -0.09214704336006872
-1.3623960939292434 0.37827443792513404 0.19259077059308838 0.9999999999346973 3150.5417810282897 1.5843050993307668 84.73470656870862 0.0030986284337105024 0.7306090537911816 218.93057813486746 0.8878378850889175 -0.5587040851382841 -0.0038315364105451655 2.0566570364680295e-06 -0.13773943929570664 0.0010643675741567682 0.08884854427854472 -0.08648815603136928
-1.3443428374539361 0.3749777238066401 0.1916082100003141 0.999999999977236 3094.1733185277863 1.5773888555425648 84.16950770953672 0.0030441190549538766 0.7205703071843388 220.53469099172122 0.887016193790209 -0.5842390893191995 -0.0036251856789304066 1.417304007848756e-06 -0.10569218318882434 0.0011411652902905919 0.08236736529271019 -0.08899194248985955
-1.351465480346655 0.37761123928687745 0.19802868058425904 1.0 2983.2611907489754 1.5323133950563514 84.29336347684905 0.0031322768519407348 0.708659894647121 222.07735943342078 0.8747577151061692 -0.5982995009591403 -0.0031421737618472544 5.961788551663554e-07 -0.14529232002421905 0.0012114744903240367 0.08632954576238128 -0.09279626317693357
-1.3497628588470691 0.3750824771563247 0.19852983492188558 0.9999999998177181 3035.827450801494 1.5449959534597097 81.50529246875449 0.003150985181636052 0.7223956902998527 222.7850475219039 0.8667013671582975 -0.6145691444986892 -0.003011307828213753 -1.0718564941745067e-07 0.04262443123658578 0.001511916525250981 0.03972996947227776 -0.10369333894033318
-1.3919311122724851 0.3903144078231937 0.20364652034845182 0.9999999999836148 2740.5544642928617 1.4687377683807352 85.70176075614872 0.003019878293202845 0.7060972125696431 222.0934213524872 0.9028491425859864 -0.5801419194134663 -0.0035789054104153114 9.752302786414082e-07 -0.13525402872771464 0.001281221772357953 0.08350265685089611 -0.08412320008652997
-1.3943370968854714 0.3895901134066792 0.1909532465180918 0.9999999998652676 2890.91043434286 1.5350986723878275 83.35936776132377 0.003023159764198113 0.7290639223830122 224.78689657027348 0.8959592978651336 -0.554987157548146 -0.00366869255926903 1.8603272091791938e-06 -0.013892125979506956 0.0013384613588413412 0.05431600257689512 -0.09019114819387308
-1.3763539743126167 0.376661302944567 0.175897301649045 0.9999999999843714 3564.0707479226703 1.6858651229234205 80.66341741325706 0.0032341083487008966 0.7652902788692693 219.89620600078325 0.8500464645980892 -0.5762306820583105 -0.0033892945412775308 1.1904103454048053e-06 -0.06686493145655165 0.0010978825910493211 0.07769126897613322 -0.09793663230950057
-1.3678984674655532 0.3744996661316621 0.18065212470044395 0.9999999999246685 3808.43971401636 1.701541064802767 78.60164049957008 0.003507768629430987 0.7824521548296203 213.76380298598596 0.8159099685473918 -0.6007326675564074 -0.0033174958331678864 1.5234430647171352e-06 -0.03627900239841247 0.001502363728104083 0.05819887058737863 -0.11352860680904264
-1.3551011750594602 0.3714731566582935 0.18189229115453096 0.9999999999961617 3403.302053856637 1.6387662275403532 81.28225744242208 0.00322173526751441 0.7560468396831415 216.91292323965087 0.8609479694202306 -0.5693020776877814 -0.0033717252967218254 4.389280155899185e-07 -0.018891243784473086 0.001405539928456945 0.05579559766463234 -0.09713063191781621
