     0.953      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     1.055      1.051      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     0.994      1.041      0.981      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     0.843      0.852      1.150      1.132      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     0.964      1.070      1.164      1.087      1.089      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     1.282      0.762      1.179      1.013      1.083      1.018      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     1.117      0.851      1.433      1.094      0.938      1.022      0.992      0.000      0.000      0.000      0.000      0.000      0.000      0.000
     0.373      0.908      0.818      0.905      0.992      0.930      0.895      0.869      0.000      0.000      0.000      0.000      0.000      0.000
     1.988      1.772      0.856      1.043      1.048      0.933      0.810      0.843      0.784      0.000      0.000      0.000      0.000      0.000
     8.981      1.210      0.948      2.065      0.823      0.937      0.853      0.882      0.802      0.781      0.000      0.000      0.000      0.000
     0.000      0.437      1.910      0.332      0.879      1.012      1.031      0.885      0.755      0.795      0.769      0.000      0.000      0.000
     0.000      0.000      0.000      5.723      1.264      0.781      0.911      0.578      0.827      0.736      0.768      0.816      0.000      0.000
     0.000      0.000      0.000      0.000      1.796      1.680      1.000      0.806      0.659      0.783      0.814      0.849      0.942      0.000
     0.000      0.000      0.000      0.000      0.000      1.597      0.927      0.899      0.645      0.742      0.812      0.955      0.945      1.052
