  -192.982      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -500.691   -579.928      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -481.882   -660.741   -720.446      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -306.654   -608.337   -820.891   -913.640      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -161.629   -429.047   -702.772  -1024.097  -1119.386      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -97.702   -234.896   -490.132   -876.788  -1323.069  -1409.784      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -65.158   -145.491   -288.968   -639.217  -1123.479  -1649.939  -1918.627      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -13.943    -79.357   -135.232   -344.015   -767.373  -1476.514  -2281.637  -2581.184      0.000      0.000      0.000      0.000      0.000      0.000
    -7.128    -29.744    -94.180   -216.107   -484.589  -1004.582  -1951.457  -2967.711  -3460.266      0.000      0.000      0.000      0.000      0.000
   -14.298    -26.714    -50.026   -124.386   -248.068   -649.341  -1267.948  -2658.705  -4024.571  -4627.147      0.000      0.000      0.000      0.000
     0.000     -8.005     -7.369    -21.351   -124.744   -315.074   -845.840  -1716.465  -3388.717  -5218.686  -5720.118      0.000      0.000      0.000
     0.000      0.000      0.000    -33.107    -49.459   -152.185   -431.843   -931.590  -2121.565  -4078.734  -6474.907  -6398.591      0.000      0.000
     0.000      0.000      0.000      0.000    -64.047    -79.243   -187.260   -395.746  -1108.155  -2416.082  -4414.775  -6598.198  -5940.005      0.000
     0.000      0.000      0.000      0.000      0.000    -27.670    -51.591   -223.215   -383.816  -1182.706  -2294.574  -4227.477  -5734.190  -4621.524
