  -168.272      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -482.021   -562.841      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -477.190   -644.183   -710.907      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -305.110   -604.708   -797.734   -894.398      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
  -160.334   -425.340   -692.222  -1005.282  -1101.967      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -96.783   -234.215   -485.091   -870.420  -1303.730  -1399.463      0.000      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -64.628   -145.805   -284.373   -635.730  -1117.917  -1633.967  -1910.187      0.000      0.000      0.000      0.000      0.000      0.000      0.000
   -13.704    -79.369   -135.069   -343.380   -766.134  -1473.303  -2280.384  -2579.005      0.000      0.000      0.000      0.000      0.000      0.000
    -6.961    -29.162    -94.032   -215.616   -482.859  -1002.696  -1951.339  -2962.849  -3454.298      0.000      0.000      0.000      0.000      0.000
   -12.848    -26.626    -50.121   -121.286   -247.924   -648.281  -1267.423  -2660.485  -4016.174  -4616.916      0.000      0.000      0.000      0.000
     0.000     -7.920     -7.219    -20.905   -124.736   -315.108   -845.858  -1716.182  -3380.073  -5202.804  -5699.337      0.000      0.000      0.000
     0.000      0.000      0.000    -30.696    -49.151   -152.061   -432.134   -923.600  -2119.846  -4061.151  -6440.828  -6379.471      0.000      0.000
     0.000      0.000      0.000      0.000    -63.219    -78.232   -187.593   -395.357  -1103.378  -2411.441  -4406.078  -6583.089  -5936.230      0.000
     0.000      0.000      0.000      0.000      0.000    -27.303    -51.356   -223.135   -382.147  -1180.727  -2290.861  -4226.648  -5727.883  -4614.746
