# dL_mid, dL_binned_prob, dLm_detections
2.300369644165039062e+02 1.151253021196989357e+00 1.000000000000000000e+00
3.257609481811523438e+02 1.832994619281792303e+00 3.000000000000000000e+00
4.214849319458007812e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.172089157104492188e+02 0.000000000000000000e+00 0.000000000000000000e+00
6.129328994750976562e+02 2.023766716156354395e-01 1.000000000000000000e+00
7.086568832397460938e+02 1.588815712188545448e-01 1.000000000000000000e+00
8.043808670043945312e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.001048507690429688e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.958288345336914062e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.091552818298339844e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.187276802062988281e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.283000785827636719e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.378724769592285156e+03 1.128831357512043720e-01 2.000000000000000000e+00
1.474448753356933594e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.570172737121582031e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.665896720886230469e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.761620704650878906e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.857344688415527344e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.953068672180175781e+03 0.000000000000000000e+00 0.000000000000000000e+00
