# dL_mid, dL_binned_prob, dLm_detections
1.874336078539196819e+02 0.000000000000000000e+00 0.000000000000000000e+00
2.224408080248333590e+02 0.000000000000000000e+00 0.000000000000000000e+00
2.574480081957469793e+02 9.681410562984908985e-01 1.000000000000000000e+00
2.924552083666607132e+02 0.000000000000000000e+00 0.000000000000000000e+00
3.274624085375743334e+02 0.000000000000000000e+00 0.000000000000000000e+00
3.624696087084879537e+02 0.000000000000000000e+00 0.000000000000000000e+00
3.974768088794016876e+02 4.513721329512117575e-01 1.000000000000000000e+00
4.324840090503153078e+02 0.000000000000000000e+00 0.000000000000000000e+00
4.674912092212289281e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.024984093921425483e+02 3.041616963781107463e-01 1.000000000000000000e+00
5.375056095630561686e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.725128097339700162e+02 0.000000000000000000e+00 0.000000000000000000e+00
6.075200099048836364e+02 0.000000000000000000e+00 0.000000000000000000e+00
6.425272100757972566e+02 2.042518709735239024e-01 1.000000000000000000e+00
6.775344102467108769e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.125416104176244971e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.475488105885381174e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.825560107594518513e+02 0.000000000000000000e+00 0.000000000000000000e+00
8.175632109303655852e+02 0.000000000000000000e+00 0.000000000000000000e+00
