# dL_mid, dL_binned_prob, dLm_detections
5.868502128156137587e+02 2.672229619417985091e-01 2.070000000000000000e+02
1.561057203563882013e+03 1.967034597204419255e-01 5.770000000000000000e+02
2.535264194312150266e+03 9.859146908836192991e-02 5.050000000000000000e+02
3.509471185060418520e+03 5.382568288002256840e-02 3.770000000000000000e+02
4.483678175808687229e+03 2.641732810210306245e-02 2.260000000000000000e+02
5.457885166556954573e+03 1.335195040983266565e-02 1.310000000000000000e+02
6.432092157305223736e+03 7.024735386332176153e-03 7.600000000000000000e+01
7.406299148053491081e+03 2.839822690301167449e-03 3.300000000000000000e+01
8.380506138801760244e+03 1.713955755058267074e-03 2.100000000000000000e+01
9.354713129550029407e+03 1.098475592059725697e-03 1.400000000000000000e+01
1.032892012029829493e+04 3.048079014563679235e-04 4.000000000000000000e+00
1.130312711104656410e+04 3.729417922600156816e-04 5.000000000000000000e+00
1.227733410179483326e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.325154109254310242e+04 1.453964501008351586e-04 2.000000000000000000e+00
1.422574808329136795e+04 7.222888710969401253e-05 1.000000000000000000e+00
1.519995507403963711e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.617416206478790627e+04 7.194253034264928251e-05 1.000000000000000000e+00
1.714836905553617544e+04 7.204862325721574686e-05 1.000000000000000000e+00
1.812257604628444096e+04 0.000000000000000000e+00 0.000000000000000000e+00
