# dL_mid, dL_binned_prob, dLm_detections
9.097192398311747752e+01 4.455779978218841753e-01 1.000000000000000000e+00
1.417468321004882625e+02 1.942026745956626221e-01 1.000000000000000000e+00
1.925217402178590760e+02 2.203962788774341541e-01 2.000000000000000000e+00
2.432966483352298610e+02 1.439364564982432704e-01 2.000000000000000000e+00
2.940715564526006460e+02 1.025534084273806712e-01 2.000000000000000000e+00
3.448464645699714310e+02 3.875869730141129343e-02 1.000000000000000000e+00
3.956213726873422729e+02 6.114718699255736190e-02 2.000000000000000000e+00
4.463962808047130011e+02 4.981222962386339798e-02 2.000000000000000000e+00
4.971711889220838430e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.479460970394545711e+02 3.546525813631695723e-02 2.000000000000000000e+00
5.987210051568254130e+02 1.536444386551869684e-02 1.000000000000000000e+00
6.494959132741961412e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.002708213915669830e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.510457295089378249e+02 0.000000000000000000e+00 0.000000000000000000e+00
8.018206376263085531e+02 0.000000000000000000e+00 0.000000000000000000e+00
8.525955457436792813e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.033704538610501231e+02 8.151763281506192726e-03 1.000000000000000000e+00
9.541453619784209650e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.004920270095791807e+03 0.000000000000000000e+00 0.000000000000000000e+00
