# dL_mid, dL_binned_prob, dLm_detections
4.258122010363779282e+02 6.742520357440667800e-01 2.000000000000000000e+00
5.842163019526157086e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.426204028688534891e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.010245037850913832e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.059428604701329277e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.217832705617567171e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.376236806533804838e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.534640907450042732e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.693045008366280626e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.851449109282518521e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.009853210198756415e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.168257311114994081e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.326661412031231521e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.485065512947469870e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.643469613863707309e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.801873714779945658e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.960277815696183097e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.118681916612421446e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.277086017528658886e+03 0.000000000000000000e+00 0.000000000000000000e+00
