# dL_mid, dL_binned_prob, dLm_detections
2.993925140697570555e+02 3.911751311576339152e-01 5.000000000000000000e+00
5.644322074496536743e+02 4.388366456094482948e-01 1.600000000000000000e+01
8.294719008295503500e+02 3.018649393562788386e-01 2.000000000000000000e+01
1.094511594209446912e+03 1.313074003856166405e-01 1.300000000000000000e+01
1.359551287589343474e+03 1.128548987318382379e-01 1.500000000000000000e+01
1.624590980969240263e+03 8.387026591253325669e-02 1.400000000000000000e+01
1.889630674349136825e+03 5.988125290479202889e-02 1.200000000000000000e+01
2.154670367729033387e+03 3.005022601323985645e-02 7.000000000000000000e+00
2.419710061108929949e+03 3.026473996773660496e-02 8.000000000000000000e+00
2.684749754488826511e+03 1.018891382695404600e-02 3.000000000000000000e+00
2.949789447868723073e+03 9.282516952286021944e-03 3.000000000000000000e+00
3.214829141248619635e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.479868834628516652e+03 5.311174433701375264e-03 2.000000000000000000e+00
3.744908528008413214e+03 0.000000000000000000e+00 0.000000000000000000e+00
4.009948221388310230e+03 2.355378202796852213e-03 1.000000000000000000e+00
4.274987914768206792e+03 2.238976063803909799e-03 1.000000000000000000e+00
4.540027608148103354e+03 0.000000000000000000e+00 0.000000000000000000e+00
4.805067301527999916e+03 0.000000000000000000e+00 0.000000000000000000e+00
5.070106994907896478e+03 0.000000000000000000e+00 0.000000000000000000e+00
