# dL_mid, dL_binned_prob, dLm_detections
6.752089678422437657e+01 8.936505694948689849e-01 1.200000000000000000e+01
1.221983958520531530e+02 3.205248669335334921e-01 1.300000000000000000e+01
1.768758949198819153e+02 1.984931764831330270e-01 1.600000000000000000e+01
2.315533939877107059e+02 1.289150221459126333e-01 1.700000000000000000e+01
2.862308930555394682e+02 5.184451337744117039e-02 1.000000000000000000e+01
3.409083921233682304e+02 3.430034241376769127e-02 9.000000000000000000e+00
3.955858911911969926e+02 2.063139658613164298e-02 7.000000000000000000e+00
4.502633902590257549e+02 2.129496821062267300e-02 9.000000000000000000e+00
5.049408893268545171e+02 7.818662928840251769e-03 4.000000000000000000e+00
5.596183883946832793e+02 4.955026190565419743e-03 3.000000000000000000e+00
6.142958874625121553e+02 2.842755770544683376e-03 2.000000000000000000e+00
6.689733865303408038e+02 1.241737210792997559e-03 1.000000000000000000e+00
7.236508855981696797e+02 1.098552826189371076e-03 1.000000000000000000e+00
7.783283846659983283e+02 0.000000000000000000e+00 0.000000000000000000e+00
8.330058837338272042e+02 8.864819581572187671e-04 1.000000000000000000e+00
8.876833828016558527e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.423608818694847287e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.970383809373134909e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.051715880005142253e+03 0.000000000000000000e+00 0.000000000000000000e+00
