# dL_mid, dL_binned_prob, dLm_detections
4.502606286562875084e+02 3.385565065078480207e-01 4.100000000000000000e+01
1.057051868195715315e+03 2.959502050383565064e-01 1.270000000000000000e+02
1.663843107735143121e+03 2.576377125325835515e-01 2.010000000000000000e+02
2.270634347274570700e+03 2.036107359066693379e-01 2.280000000000000000e+02
2.877425586813998507e+03 1.397273927179078779e-01 2.000000000000000000e+02
3.484216826353426313e+03 1.023000847987615008e-01 1.750000000000000000e+02
4.091008065892854120e+03 7.660764049286999944e-02 1.500000000000000000e+02
4.697799305432281471e+03 4.550486620669808024e-02 9.900000000000000000e+01
5.304590544971710187e+03 2.324566970523219908e-02 5.500000000000000000e+01
5.911381784511137084e+03 1.184772884835028940e-02 3.000000000000000000e+01
6.518173024050565800e+03 8.966797084164295634e-03 2.400000000000000000e+01
7.124964263589992697e+03 4.283109612000680390e-03 1.200000000000000000e+01
7.731755503129421413e+03 3.436642484696531994e-04 1.000000000000000000e+00
8.338546742668848310e+03 9.990520835562314347e-04 3.000000000000000000e+00
8.945337982208278845e+03 3.244085698322986852e-04 1.000000000000000000e+00
9.552129221747705742e+03 6.348372905908096281e-04 2.000000000000000000e+00
1.015892046128713264e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.076571170082655954e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.137250294036599007e+04 0.000000000000000000e+00 0.000000000000000000e+00
