# dL_mid, dL_binned_prob, dLm_detections
8.948721675654751095e+01 7.704717284267439403e-01 6.000000000000000000e+00
1.718838922891596610e+02 2.729125833264804957e-01 7.000000000000000000e+00
2.542805678217717968e+02 1.918434766904837663e-01 1.000000000000000000e+01
3.366772433543839611e+02 2.220094582766496960e-01 1.900000000000000000e+01
4.190739188869961254e+02 8.018822395590415042e-02 1.000000000000000000e+01
5.014705944196082328e+02 7.124376842356106021e-02 1.200000000000000000e+01
5.838672699522203402e+02 3.705364806469003958e-02 8.000000000000000000e+00
6.662639454848325613e+02 1.126150260173633920e-02 3.000000000000000000e+00
7.486606210174446687e+02 6.263368406703595341e-03 2.000000000000000000e+00
8.310572965500568898e+02 8.017574712157032532e-03 3.000000000000000000e+00
9.134539720826689972e+02 2.322533070328805602e-03 1.000000000000000000e+00
9.958506476152811047e+02 2.048640114382443631e-03 1.000000000000000000e+00
1.078247323147893439e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.160643998680505547e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.243040674213117654e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.325437349745729989e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.407834025278341869e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.490230700810954204e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.572627376343566311e+03 0.000000000000000000e+00 0.000000000000000000e+00
