# dL_mid, dL_binned_prob, dLm_detections
3.178651088066954458e+02 4.859985876818159745e-01 1.800000000000000000e+02
8.537932431382918139e+02 2.068210673125829846e-01 3.420000000000000000e+02
1.389721377469888012e+03 9.496014636506019957e-02 3.090000000000000000e+02
1.925649511801484550e+03 4.126767960957729992e-02 2.010000000000000000e+02
2.461577646133081544e+03 1.531466870047178304e-02 9.800000000000000000e+01
2.997505780464677628e+03 5.638633266772664389e-03 4.400000000000000000e+01
3.533433914796273712e+03 2.093767316123806236e-03 1.900000000000000000e+01
4.069362049127870705e+03 8.809959484548400338e-04 9.000000000000000000e+00
4.605290183459466789e+03 5.340641191058963710e-04 6.000000000000000000e+00
5.141218317791062873e+03 8.236608199016567792e-05 1.000000000000000000e+00
5.677146452122659866e+03 7.725147694082121067e-05 1.000000000000000000e+00
6.213074586454255950e+03 7.322870187907723548e-05 1.000000000000000000e+00
6.749002720785852944e+03 0.000000000000000000e+00 0.000000000000000000e+00
7.284930855117449028e+03 0.000000000000000000e+00 0.000000000000000000e+00
7.820858989449045112e+03 0.000000000000000000e+00 0.000000000000000000e+00
8.356787123780641195e+03 0.000000000000000000e+00 0.000000000000000000e+00
8.892715258112237279e+03 0.000000000000000000e+00 0.000000000000000000e+00
9.428643392443833363e+03 0.000000000000000000e+00 0.000000000000000000e+00
9.964571526775431266e+03 0.000000000000000000e+00 0.000000000000000000e+00
