# dL_mid, dL_binned_prob, dLm_detections
3.088278561788142156e+02 4.090839037298066305e-01 1.100000000000000000e+01
7.292562121655651026e+02 2.600656119183487602e-01 2.700000000000000000e+01
1.149684568152316160e+03 2.486046946171008576e-01 5.000000000000000000e+01
1.570112924139067218e+03 1.516803563482387318e-01 4.600000000000000000e+01
1.990541280125818048e+03 1.189274255087802573e-01 4.800000000000000000e+01
2.410969636112568878e+03 7.612802297038999411e-02 3.800000000000000000e+01
2.831397992099320163e+03 4.586812379599208150e-02 2.700000000000000000e+01
3.251826348086070993e+03 2.233401296266165209e-02 1.500000000000000000e+01
3.672254704072821824e+03 8.020525928828530285e-03 6.000000000000000000e+00
4.092683060059572199e+03 9.777154207872834971e-03 8.000000000000000000e+00
4.513111416046323029e+03 0.000000000000000000e+00 0.000000000000000000e+00
4.933539772033074769e+03 2.125472237534494022e-03 2.000000000000000000e+00
5.353968128019825599e+03 1.005722127660798725e-03 1.000000000000000000e+00
5.774396484006576429e+03 0.000000000000000000e+00 0.000000000000000000e+00
6.194824839993327259e+03 0.000000000000000000e+00 0.000000000000000000e+00
6.615253195980078090e+03 0.000000000000000000e+00 0.000000000000000000e+00
7.035681551966828920e+03 0.000000000000000000e+00 0.000000000000000000e+00
7.456109907953579750e+03 0.000000000000000000e+00 0.000000000000000000e+00
7.876538263940330580e+03 0.000000000000000000e+00 0.000000000000000000e+00
