# dL_mid, dL_binned_prob, dLm_detections
3.567911103436514964e+02 2.427379769806372323e-01 3.000000000000000000e+00
5.160114643908458447e+02 2.177812858909684290e-01 5.000000000000000000e+00
6.752318184380401362e+02 1.981444618510601052e-01 7.000000000000000000e+00
8.344521724852345415e+02 2.046557562269623876e-01 1.000000000000000000e+01
9.936725265324287193e+02 9.502780114825781776e-02 6.000000000000000000e+00
1.152892880579623125e+03 3.853304619133080672e-02 3.000000000000000000e+00
1.312113234626817530e+03 4.310811273509419089e-02 4.000000000000000000e+00
1.471333588674011708e+03 1.855595960459064872e-02 2.000000000000000000e+00
1.630553942721206113e+03 8.149132403490537760e-03 1.000000000000000000e+00
1.789774296768400518e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.948994650815594696e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.108215004862789101e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.267435358909983734e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.426655712957177457e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.585876067004372089e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.745096421051566722e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.904316775098760445e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.063537129145955078e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.222757483193149710e+03 0.000000000000000000e+00 0.000000000000000000e+00
