# dL_mid, dL_binned_prob, dLm_detections
2.701483898173236184e+02 1.932547378920272674e-01 2.000000000000000000e+00
4.041956032408644433e+02 5.290101577006771638e-01 1.100000000000000000e+01
5.382428166644052681e+02 8.956402480826941570e-02 3.000000000000000000e+00
6.722900300879460929e+02 4.183849107840263704e-02 2.000000000000000000e+00
8.063372435114869177e+02 4.743892334084923862e-02 3.000000000000000000e+00
9.403844569350278562e+02 6.293224623673886187e-02 5.000000000000000000e+00
1.074431670358568681e+03 1.039822520562585367e-02 1.000000000000000000e+00
1.208478883782109733e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.342526097205650331e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.476573310629191383e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.610620524052731980e+03 6.071098385545874339e-03 1.000000000000000000e+00
1.744667737476273032e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.878714950899814085e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.012762164323354682e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.146809377746895734e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.280856591170436332e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.414903804593976929e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.548951018017517981e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.682998231441059033e+03 0.000000000000000000e+00 0.000000000000000000e+00
