# dL_mid, dL_binned_prob, dLm_detections
6.480139371131098187e+02 1.960817754790021850e+00 1.000000000000000000e+00
8.577203718298047761e+02 1.276413482341646422e+00 1.000000000000000000e+00
1.067426806546499620e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.277133241263194577e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.486839675979889535e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.696546110696584492e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.906252545413279222e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.115958980129974407e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.325665414846669137e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.535371849563363867e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.745078284280059052e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.954784718996754236e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.164491153713448966e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.374197588430143696e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.583904023146838881e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.793610457863534066e+03 0.000000000000000000e+00 0.000000000000000000e+00
4.003316892580228341e+03 0.000000000000000000e+00 0.000000000000000000e+00
4.213023327296923526e+03 0.000000000000000000e+00 0.000000000000000000e+00
4.422729762013618711e+03 0.000000000000000000e+00 0.000000000000000000e+00
