# dL_mid, dL_binned_prob, dLm_detections
3.927674840032444763e+02 3.360197573964310847e-01 3.000000000000000000e+00
6.266626483085170776e+02 3.133666591856052452e-01 6.000000000000000000e+00
8.605578126137897925e+02 3.531648449288340985e-01 1.100000000000000000e+01
1.094452976919062621e+03 2.269216113590617201e-01 1.000000000000000000e+01
1.328348141224334995e+03 1.219833359347962110e-01 7.000000000000000000e+00
1.562243305529607824e+03 8.478574349324626003e-02 6.000000000000000000e+00
1.796138469834880652e+03 1.190451828605991989e-02 1.000000000000000000e+00
2.030033634140153026e+03 4.125664759696585915e-02 4.000000000000000000e+00
2.263928798445425855e+03 1.825870657832366628e-02 2.000000000000000000e+00
2.497823962750698229e+03 8.217210013140104422e-03 1.000000000000000000e+00
2.731719127055970603e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.965614291361243886e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.199509455666516260e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.433404619971788634e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.667299784277061462e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.901194948582334291e+03 0.000000000000000000e+00 0.000000000000000000e+00
4.135090112887606665e+03 0.000000000000000000e+00 0.000000000000000000e+00
4.368985277192879948e+03 0.000000000000000000e+00 0.000000000000000000e+00
4.602880441498153232e+03 0.000000000000000000e+00 0.000000000000000000e+00
