# dL_mid, dL_binned_prob, dLm_detections
3.259453228878609821e+02 5.391772734035262804e-01 6.600000000000000000e+01
7.569181924656238607e+02 2.248554729066233882e-01 1.030000000000000000e+02
1.187891062043386682e+03 1.379792246227727892e-01 1.210000000000000000e+02
1.618863931621149732e+03 5.938300406635817902e-02 7.800000000000000000e+01
2.049836801198912781e+03 3.160677786427987246e-02 5.500000000000000000e+01
2.480809670776675375e+03 1.258912181650680313e-02 2.700000000000000000e+01
2.911782540354438424e+03 5.550673047338567853e-03 1.400000000000000000e+01
3.342755409932201474e+03 3.482975185784871128e-03 1.000000000000000000e+01
3.773728279509964523e+03 1.879939416411545395e-03 6.000000000000000000e+00
4.204701149087727572e+03 1.434817243820299144e-03 5.000000000000000000e+00
4.635674018665490621e+03 0.000000000000000000e+00 0.000000000000000000e+00
5.066646888243252761e+03 5.005671748652944925e-04 2.000000000000000000e+00
5.497619757821015810e+03 4.743318536687080793e-04 2.000000000000000000e+00
5.928592627398778859e+03 0.000000000000000000e+00 0.000000000000000000e+00
6.359565496976541908e+03 0.000000000000000000e+00 0.000000000000000000e+00
6.790538366554304957e+03 0.000000000000000000e+00 0.000000000000000000e+00
7.221511236132068007e+03 0.000000000000000000e+00 0.000000000000000000e+00
7.652484105709831056e+03 0.000000000000000000e+00 0.000000000000000000e+00
8.083456975287594105e+03 0.000000000000000000e+00 0.000000000000000000e+00
