# dL_mid, dL_binned_prob, dLm_detections
1.958137814384427884e+02 0.000000000000000000e+00 0.000000000000000000e+00
2.938550739096175448e+02 3.760935751548845629e-01 3.000000000000000000e+00
3.918963663807923012e+02 1.520634169622385734e-01 2.000000000000000000e+00
4.899376588519670577e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.879789513231418141e+02 7.751172935795017094e-02 2.000000000000000000e+00
6.860202437943166842e+02 3.034758023299492791e-02 1.000000000000000000e+00
7.840615362654914406e+02 0.000000000000000000e+00 0.000000000000000000e+00
8.821028287366661971e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.801441212078409535e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.078185413679015710e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.176226706150190466e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.274267998621365223e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.372309291092540207e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.470350583563714736e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.568391876034889719e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.666433168506064249e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.764474460977239232e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.862515753448413761e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.960557045919588745e+03 0.000000000000000000e+00 0.000000000000000000e+00
