# dL_mid, dL_binned_prob, dLm_detections
6.211537322104412624e+02 2.973424534393167007e-01 6.500000000000000000e+01
1.609055724139317363e+03 2.054143891653122667e-01 1.630000000000000000e+02
2.596957716068193349e+03 1.505842594360234099e-01 2.060000000000000000e+02
3.584859707997069563e+03 6.885748827936283289e-02 1.280000000000000000e+02
4.572761699925945322e+03 3.537243204377897576e-02 8.000000000000000000e+01
5.560663691854821082e+03 2.590299212961183831e-02 6.700000000000000000e+01
6.548565683783697750e+03 1.159465496876637379e-02 3.300000000000000000e+01
7.536467675712574419e+03 7.536667141377141263e-03 2.300000000000000000e+01
8.524369667641449269e+03 6.224548390515125549e-04 2.000000000000000000e+00
9.512271659570325937e+03 1.497832488139134955e-03 5.000000000000000000e+00
1.050017365149920261e+04 1.164989011010545729e-03 4.000000000000000000e+00
1.148807564342807746e+04 2.853496885652311000e-04 1.000000000000000000e+00
1.247597763535695412e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.346387962728583079e+04 2.785660963277020565e-04 1.000000000000000000e+00
1.445178161921470746e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.543968361114358231e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.642758560307245716e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.741548759500133383e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.840338958693021050e+04 0.000000000000000000e+00 0.000000000000000000e+00
