# dL_mid, dL_binned_prob, dLm_detections
7.055480053366234188e+02 4.173874870028453365e-01 1.941000000000000000e+03
1.963107307664932023e+03 3.113233765609628168e-01 5.408000000000000000e+03
3.220666609993240854e+03 2.101051246451990095e-01 6.121000000000000000e+03
4.478225912321549004e+03 1.403874585801005159e-01 5.396000000000000000e+03
5.735785214649858062e+03 9.061508201260114193e-02 4.126000000000000000e+03
6.993344516978166212e+03 5.588232469940561387e-02 2.842000000000000000e+03
8.250903819306475270e+03 3.571545957816900374e-02 1.957000000000000000e+03
9.508463121634784329e+03 2.062258663098012409e-02 1.189000000000000000e+03
1.076602242396309157e+04 1.114259391992763679e-02 6.650000000000000000e+02
1.202358172629140245e+04 5.470303429244910594e-03 3.340000000000000000e+02
1.328114102861970969e+04 2.567557307570602926e-03 1.590000000000000000e+02
1.453870033094801693e+04 1.121785488795680073e-03 7.000000000000000000e+01
1.579625963327632780e+04 6.233528081533937920e-04 3.900000000000000000e+01
1.705381893560463504e+04 2.080436303196073677e-04 1.300000000000000000e+01
1.831137823793294228e+04 3.214436415947919892e-05 2.000000000000000000e+00
1.956893754026125316e+04 0.000000000000000000e+00 0.000000000000000000e+00
2.082649684258956040e+04 1.632033812603248272e-05 1.000000000000000000e+00
2.208405614491787128e+04 0.000000000000000000e+00 0.000000000000000000e+00
2.334161544724617852e+04 0.000000000000000000e+00 0.000000000000000000e+00
