# dL_mid, dL_binned_prob, dLm_detections
6.491551140580328365e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.066448085775302843e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.164134503097027846e+03 4.829404521576680653e-01 4.000000000000000000e+00
1.421624197616525180e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.679113892136022969e+03 7.489090495538791581e-02 1.000000000000000000e+00
1.936603586655520303e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.194093281175018092e+03 5.478246481109572824e-02 1.000000000000000000e+00
2.451582975694514971e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.709072670214012760e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.966562364733510549e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.224052059253007883e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.481541753772505217e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.739031448292003006e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.996521142811500340e+03 0.000000000000000000e+00 0.000000000000000000e+00
4.254010837330997674e+03 0.000000000000000000e+00 0.000000000000000000e+00
4.511500531850495463e+03 0.000000000000000000e+00 0.000000000000000000e+00
4.768990226369993252e+03 0.000000000000000000e+00 0.000000000000000000e+00
5.026479920889491041e+03 0.000000000000000000e+00 0.000000000000000000e+00
5.283969615408987920e+03 0.000000000000000000e+00 0.000000000000000000e+00
