# dL_mid, dL_binned_prob, dLm_detections
3.499816970865153820e+01 4.923604266534079010e-01 2.500000000000000000e+01
8.362165682468906880e+01 3.728164504182697181e-01 9.200000000000000000e+01
1.322451439407265923e+02 2.897413849766893867e-01 1.690000000000000000e+02
1.808686310567641158e+02 1.341636040608694125e-01 1.400000000000000000e+02
2.294921181728016677e+02 7.502268813599639874e-02 1.210000000000000000e+02
2.781156052888392196e+02 4.388729324515274616e-02 1.000000000000000000e+02
3.267390924048767147e+02 1.650450869373903603e-02 5.000000000000000000e+01
3.753625795209142098e+02 9.077360942828930843e-03 3.500000000000000000e+01
4.239860666369518185e+02 2.737588335140144803e-03 1.300000000000000000e+01
4.726095537529893136e+02 1.227930088386405306e-03 7.000000000000000000e+00
5.212330408690268087e+02 5.965899778462856228e-04 4.000000000000000000e+00
5.698565279850643037e+02 1.289493143078673863e-04 1.000000000000000000e+00
6.184800151011019125e+02 0.000000000000000000e+00 0.000000000000000000e+00
6.671035022171394075e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.157269893331770163e+02 0.000000000000000000e+00 0.000000000000000000e+00
7.643504764492145114e+02 0.000000000000000000e+00 0.000000000000000000e+00
8.129739635652520064e+02 0.000000000000000000e+00 0.000000000000000000e+00
8.615974506812895015e+02 0.000000000000000000e+00 0.000000000000000000e+00
9.102209377973271103e+02 0.000000000000000000e+00 0.000000000000000000e+00
