# dL_mid, dL_binned_prob, dLm_detections
4.051491513479500099e+02 0.000000000000000000e+00 0.000000000000000000e+00
5.494426196821502799e+02 0.000000000000000000e+00 0.000000000000000000e+00
6.937360880163505499e+02 0.000000000000000000e+00 0.000000000000000000e+00
8.380295563505508198e+02 8.616969702122025954e-01 1.000000000000000000e+00
9.823230246847510898e+02 0.000000000000000000e+00 0.000000000000000000e+00
1.126616493018951360e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.270909961353151630e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.415203429687351900e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.559496898021552170e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.703790366355752440e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.848083834689952710e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.992377303024152980e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.136670771358353250e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.280964239692553747e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.425257708026753789e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.569551176360954287e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.713844644695154329e+03 0.000000000000000000e+00 0.000000000000000000e+00
2.858138113029354827e+03 0.000000000000000000e+00 0.000000000000000000e+00
3.002431581363554869e+03 0.000000000000000000e+00 0.000000000000000000e+00
