# dL_mid, dL_binned_prob, dLm_detections
5.862021840090282012e+02 3.857646757210847488e-01 2.007000000000000000e+03
1.700784370738521147e+03 1.332881233386395969e-01 2.845000000000000000e+03
2.815366557468014435e+03 4.091613124922170025e-02 1.526000000000000000e+03
3.929948744197507040e+03 1.271449241349863722e-02 6.420000000000000000e+02
5.044530930926999645e+03 3.870686206304365003e-03 2.360000000000000000e+02
6.159113117656492250e+03 1.041226903659363181e-03 7.200000000000000000e+01
7.273695304385985764e+03 3.843052598109945915e-04 2.900000000000000000e+01
8.388277491115477460e+03 1.370260048392802341e-04 1.100000000000000000e+01
9.502859677844971884e+03 1.191923905803376715e-05 1.000000000000000000e+00
1.061744186457446267e+04 2.310405985262695860e-05 2.000000000000000000e+00
1.173202405130395709e+04 1.130349778583991890e-05 1.000000000000000000e+00
1.284660623803344970e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.396118842476294230e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.507577061149243673e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.619035279822192751e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.730493498495141830e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.841951717168091272e+04 0.000000000000000000e+00 0.000000000000000000e+00
1.953409935841040715e+04 0.000000000000000000e+00 0.000000000000000000e+00
2.064868154513989793e+04 0.000000000000000000e+00 0.000000000000000000e+00
