# dL_mid, dL_binned_prob, dLm_detections
7.281595552273113299e+02 4.076903981136745792e-01 8.746000000000000000e+03
2.064609824236743407e+03 1.781021819033632436e-01 1.436100000000000000e+04
3.401060093246174802e+03 6.748148556365569928e-02 9.054000000000000000e+03
4.737510362255607106e+03 2.510826629786078179e-02 4.409000000000000000e+03
6.073960631265038501e+03 1.022549429455353945e-02 2.112000000000000000e+03
7.410410900274469896e+03 3.646655336297144161e-03 8.360000000000000000e+02
8.746861169283902200e+03 1.514408919092020446e-03 3.720000000000000000e+02
1.008331143829333450e+04 6.959484139513362607e-04 1.790000000000000000e+02
1.141976170730276499e+04 2.867105068513974659e-04 7.600000000000000000e+01
1.275621197631219911e+04 1.147635943555949992e-04 3.100000000000000000e+01
1.409266224532162960e+04 4.395734247257446198e-05 1.200000000000000000e+01
1.542911251433106008e+04 1.094133052312591869e-05 3.000000000000000000e+00
1.676556278334049421e+04 1.094502069474093035e-05 3.000000000000000000e+00
1.810201305234992469e+04 7.325721800663569317e-06 2.000000000000000000e+00
1.943846332135935518e+04 7.375728044476386619e-06 2.000000000000000000e+00
2.077491359036878930e+04 0.000000000000000000e+00 0.000000000000000000e+00
2.211136385937821979e+04 0.000000000000000000e+00 0.000000000000000000e+00
2.344781412838765391e+04 0.000000000000000000e+00 0.000000000000000000e+00
2.478426439739708439e+04 0.000000000000000000e+00 0.000000000000000000e+00
